,Neighborhood,Year Built,SalePrice,SalePriceUSD
2633,NAmes,1962,105000,"$105,000"
2634,NAmes,1962,124000,"$124,000"
2635,OldTown,1900,169000,"$169,000"
2636,OldTown,1925,107000,"$107,000"
2637,OldTown,1948,135000,"$135,000"
2638,OldTown,1920,111500,"$111,500"
2639,OldTown,1900,156500,"$156,500"
2640,OldTown,1925,178000,"$178,000"
2641,OldTown,1900,139900,"$139,900"
2642,OldTown,1930,105000,"$105,000"
2643,OldTown,1930,110000,"$110,000"
2644,OldTown,1900,111500,"$111,500"
2645,OldTown,1924,108000,"$108,000"
2646,OldTown,1925,111500,"$111,500"
2647,OldTown,1880,124000,"$124,000"
2648,OldTown,1950,105000,"$105,000"
2649,OldTown,1920,116000,"$116,000"
2650,OldTown,1905,96900,"$96,900"
2651,OldTown,1955,135500,"$135,500"
2652,OldTown,1924,139000,"$139,000"
2653,OldTown,1921,61500,"$61,500"
2654,OldTown,1945,120000,"$120,000"
2655,OldTown,1955,126175,"$126,175"
2656,OldTown,1920,64000,"$64,000"
2657,OldTown,1910,137000,"$137,000"
2658,OldTown,1900,87000,"$87,000"
2659,OldTown,1914,163000,"$163,000"
2660,OldTown,1910,155000,"$155,000"
2661,OldTown,1900,79000,"$79,000"
2662,OldTown,1916,144000,"$144,000"
2663,OldTown,1910,114504,"$114,504"
2664,OldTown,1920,157000,"$157,000"
2665,OldTown,1923,125000,"$125,000"
2666,OldTown,1892,475000,"$475,000"
2667,OldTown,1920,93500,"$93,500"
2668,OldTown,1958,125000,"$125,000"
2669,IDOTRR,1918,64500,"$64,500"
2670,BrkSide,1941,100000,"$100,000"
2671,BrkSide,1939,140200,"$140,200"
2672,BrkSide,1924,202500,"$202,500"
2673,BrkSide,1947,159000,"$159,000"
2674,OldTown,1939,119900,"$119,900"
2675,BrkSide,1934,114500,"$114,500"
2676,BrkSide,1936,115000,"$115,000"
2677,BrkSide,1930,75000,"$75,000"
2678,BrkSide,1925,88000,"$88,000"
2679,BrkSide,1947,80500,"$80,500"
2680,BrkSide,1928,149000,"$149,000"
2681,BrkSide,1930,110000,"$110,000"
2682,OldTown,1925,110500,"$110,500"
2683,BrkSide,1921,89000,"$89,000"
2684,BrkSide,1922,113000,"$113,000"
2685,BrkSide,1925,109000,"$109,000"
2686,OldTown,1962,220000,"$220,000"
2687,BrkSide,1970,129000,"$129,000"
2688,OldTown,1910,117000,"$117,000"
2689,OldTown,1941,52500,"$52,500"
2690,IDOTRR,1924,107000,"$107,000"
2691,IDOTRR,1910,116500,"$116,500"
2692,IDOTRR,1919,72000,"$72,000"
2693,IDOTRR,1937,119500,"$119,500"
2694,IDOTRR,1938,125500,"$125,500"
2695,IDOTRR,1922,91000,"$91,000"
2696,IDOTRR,1935,84500,"$84,500"
2697,IDOTRR,1930,90000,"$90,000"
2698,Sawyer,1951,137500,"$137,500"
2699,Sawyer,1964,150000,"$150,000"
2700,Sawyer,1950,131000,"$131,000"
2701,ClearCr,1958,130000,"$130,000"
2702,Edwards,1935,125000,"$125,000"
2703,SWISU,1936,80000,"$80,000"
2704,SWISU,2004,157000,"$157,000"
2705,Sawyer,1963,148000,"$148,000"
2706,Sawyer,1967,90000,"$90,000"
2707,Sawyer,1963,154500,"$154,500"
2708,Sawyer,1967,153600,"$153,600"
2709,Sawyer,1966,164500,"$164,500"
2710,Sawyer,1964,132000,"$132,000"
2711,Sawyer,1966,142500,"$142,500"
2712,Sawyer,1968,158000,"$158,000"
2713,Sawyer,1978,149500,"$149,500"
2714,Sawyer,1967,165000,"$165,000"
2715,Sawyer,1968,180000,"$180,000"
2716,Sawyer,1978,160500,"$160,500"
2717,Sawyer,1977,156500,"$156,500"
2718,Sawyer,1977,157000,"$157,000"
2719,Sawyer,1958,172500,"$172,500"
2720,Sawyer,1957,155000,"$155,000"
2721,Sawyer,1955,170000,"$170,000"
2722,Sawyer,1924,105000,"$105,000"
2723,Sawyer,1965,145000,"$145,000"
2724,Sawyer,1956,168000,"$168,000"
2725,ClearCr,1967,278000,"$278,000"
2726,ClearCr,1963,164000,"$164,000"
2727,ClearCr,1953,225000,"$225,000"
2728,Sawyer,1971,130000,"$130,000"
2729,Sawyer,1974,142500,"$142,500"
2730,ClearCr,1980,148400,"$148,400"
2731,ClearCr,1986,190000,"$190,000"
2732,Edwards,1954,146000,"$146,000"
2733,Edwards,1942,128000,"$128,000"
2734,Edwards,1948,225000,"$225,000"
2735,Edwards,1966,274970,"$274,970"
2736,Edwards,1928,235000,"$235,000"
2737,Edwards,1935,415000,"$415,000"
2738,Edwards,1962,182000,"$182,000"
2739,Edwards,1952,135000,"$135,000"
2740,Edwards,1955,137000,"$137,000"
2741,Edwards,1954,136900,"$136,900"
2742,Edwards,1953,149900,"$149,900"
2743,Edwards,1952,123500,"$123,500"
2744,Edwards,1954,93000,"$93,000"
2745,Edwards,1948,91500,"$91,500"
2746,SawyerW,1985,180000,"$180,000"
2747,SawyerW,1989,209000,"$209,000"
2748,SawyerW,1993,215000,"$215,000"
2749,SawyerW,1993,224500,"$224,500"
2750,CollgCr,2005,229800,"$229,800"
2751,CollgCr,2005,183600,"$183,600"
2752,CollgCr,2006,194000,"$194,000"
2753,CollgCr,2006,193879,"$193,879"
2754,CollgCr,2005,221500,"$221,500"
2755,CollgCr,2006,204900,"$204,900"
2756,CollgCr,2006,239799,"$239,799"
2757,CollgCr,2006,233555,"$233,555"
2758,CollgCr,2005,260000,"$260,000"
2759,CollgCr,2005,294900,"$294,900"
2760,CollgCr,2005,209700,"$209,700"
2761,CollgCr,2005,225000,"$225,000"
2762,CollgCr,2005,181000,"$181,000"
2763,SawyerW,1992,220000,"$220,000"
2764,ClearCr,1964,190000,"$190,000"
2765,ClearCr,1969,180000,"$180,000"
2766,ClearCr,1975,280000,"$280,000"
2767,ClearCr,1968,158900,"$158,900"
2768,CollgCr,1996,148000,"$148,000"
2769,CollgCr,1996,145000,"$145,000"
2770,CollgCr,1995,187000,"$187,000"
2771,CollgCr,1998,193000,"$193,000"
2772,CollgCr,1995,156000,"$156,000"
2773,CollgCr,2000,235000,"$235,000"
2774,CollgCr,1997,217000,"$217,000"
2775,CollgCr,1999,214000,"$214,000"
2776,CollgCr,1999,196000,"$196,000"
2777,CollgCr,1999,217000,"$217,000"
2778,CollgCr,2002,200000,"$200,000"
2779,CollgCr,2002,192500,"$192,500"
2780,CollgCr,2001,205000,"$205,000"
2781,CollgCr,1976,132500,"$132,500"
2782,CollgCr,1977,157500,"$157,500"
2783,CollgCr,1978,174000,"$174,000"
2784,CollgCr,1969,128500,"$128,500"
2785,CollgCr,1972,128500,"$128,500"
2786,CollgCr,1972,149900,"$149,900"
2787,CollgCr,1972,119900,"$119,900"
2788,Landmrk,1993,137000,"$137,000"
2789,CollgCr,2002,255000,"$255,000"
2790,CollgCr,2002,222000,"$222,000"
2791,CollgCr,1999,214000,"$214,000"
2792,CollgCr,2002,220000,"$220,000"
2793,CollgCr,2001,275000,"$275,000"
2794,CollgCr,2002,197000,"$197,000"
2795,CollgCr,2002,230000,"$230,000"
2796,CollgCr,1999,268500,"$268,500"
2797,CollgCr,1996,210900,"$210,900"
2798,CollgCr,1998,227000,"$227,000"
2799,CollgCr,1995,237000,"$237,000"
2800,CollgCr,1998,274300,"$274,300"
2801,CollgCr,2004,216837,"$216,837"
2802,CollgCr,2003,133000,"$133,000"
2803,CollgCr,2004,155900,"$155,900"
2804,CollgCr,2006,233230,"$233,230"
2805,CollgCr,2003,207000,"$207,000"
2806,CollgCr,2004,195000,"$195,000"
2807,CollgCr,2003,200000,"$200,000"
2808,CollgCr,2006,203160,"$203,160"
2809,CollgCr,2005,195800,"$195,800"
2810,CollgCr,2005,212900,"$212,900"
2811,CollgCr,2004,196500,"$196,500"
2812,CollgCr,2005,198000,"$198,000"
2813,CollgCr,2005,173900,"$173,900"
2814,CollgCr,2005,163990,"$163,990"
2815,CollgCr,2005,164990,"$164,990"
2816,Edwards,1910,98000,"$98,000"
2817,Edwards,1959,149900,"$149,900"
2818,Edwards,1951,102000,"$102,000"
2819,Edwards,1975,127500,"$127,500"
2820,Edwards,1975,127500,"$127,500"
2821,Edwards,1969,119900,"$119,900"
2822,Edwards,2003,196500,"$196,500"
2823,Edwards,2002,117250,"$117,250"
2824,Edwards,2003,229000,"$229,000"
2825,Edwards,2005,145000,"$145,000"
2826,Edwards,2005,140000,"$140,000"
2827,Edwards,2005,142500,"$142,500"
2828,Edwards,2004,134000,"$134,000"
2829,Edwards,2004,130000,"$130,000"
2830,Edwards,2004,130000,"$130,000"
2831,Edwards,2004,137500,"$137,500"
2832,Edwards,2004,130000,"$130,000"
2833,Edwards,1948,97900,"$97,900"
2834,Edwards,1915,92000,"$92,000"
2835,Edwards,1924,107000,"$107,000"
2836,Edwards,1910,81000,"$81,000"
2837,Edwards,1924,104900,"$104,900"
2838,Edwards,1955,115000,"$115,000"
2839,Edwards,1954,125000,"$125,000"
2840,Edwards,1918,116000,"$116,000"
2841,Edwards,1922,83000,"$83,000"
2842,SWISU,1912,118500,"$118,500"
2843,Edwards,1922,35000,"$35,000"
2844,Edwards,1910,121000,"$121,000"
2845,SWISU,1916,160000,"$160,000"
2846,SWISU,1940,140000,"$140,000"
2847,SWISU,1938,137000,"$137,000"
2848,SWISU,1945,128000,"$128,000"
2849,SWISU,1926,160000,"$160,000"
2850,Crawfor,1914,138887,"$138,887"
2851,SWISU,1920,149000,"$149,000"
2852,SWISU,1926,102000,"$102,000"
2853,Crawfor,1919,167000,"$167,000"
2854,Crawfor,1920,200100,"$200,100"
2855,SWISU,1939,131000,"$131,000"
2856,SWISU,1941,112000,"$112,000"
2857,Crawfor,1915,140000,"$140,000"
2858,Crawfor,1920,195000,"$195,000"
2859,Crawfor,1929,230000,"$230,000"
2860,Crawfor,1940,194000,"$194,000"
2861,Crawfor,1922,137500,"$137,500"
2862,Crawfor,1936,250000,"$250,000"
2863,Crawfor,1929,218000,"$218,000"
2864,Crawfor,1932,239000,"$239,000"
2865,Crawfor,1932,199500,"$199,500"
2866,Crawfor,1930,210000,"$210,000"
2867,Crawfor,1956,230000,"$230,000"
2868,Crawfor,1977,217500,"$217,500"
2869,Crawfor,1950,257000,"$257,000"
2870,Crawfor,1953,157000,"$157,000"
2871,Crawfor,1969,223000,"$223,000"
2872,IDOTRR,1942,102000,"$102,000"
2873,IDOTRR,1926,145400,"$145,400"
2874,IDOTRR,1925,72000,"$72,000"
2875,IDOTRR,1925,85000,"$85,000"
2876,IDOTRR,1936,106500,"$106,500"
2877,IDOTRR,1957,139000,"$139,000"
2878,IDOTRR,1920,108000,"$108,000"
2879,IDOTRR,1945,51689,"$51,689"
2880,IDOTRR,1949,35311,"$35,311"
2881,IDOTRR,1951,115000,"$115,000"
2882,IDOTRR,1916,78000,"$78,000"
2883,Crawfor,2005,375000,"$375,000"
2884,Crawfor,2004,300000,"$300,000"
2885,Mitchel,1979,242500,"$242,500"
2886,Mitchel,1978,145000,"$145,000"
2887,Mitchel,2001,209000,"$209,000"
2888,Mitchel,1977,135000,"$135,000"
2889,Mitchel,1975,148000,"$148,000"
2890,Mitchel,1988,171000,"$171,000"
2891,Timber,1989,335000,"$335,000"
2892,GrnHill,1986,230000,"$230,000"
2893,Timber,1958,250764,"$250,764"
2894,Timber,1981,228000,"$228,000"
2895,Timber,1987,176000,"$176,000"
2896,Timber,1990,180000,"$180,000"
2897,Timber,1990,250000,"$250,000"
2898,Timber,2000,202000,"$202,000"
2899,Timber,2002,312500,"$312,500"
2900,Timber,2005,320000,"$320,000"
2901,Timber,2005,369900,"$369,900"
2902,Timber,2005,359900,"$359,900"
2903,Mitchel,1951,81500,"$81,500"
2904,Mitchel,1997,215000,"$215,000"
2905,Mitchel,1998,164000,"$164,000"
2906,Mitchel,1998,153500,"$153,500"
2907,Mitchel,2006,84500,"$84,500"
2908,MeadowV,1977,104500,"$104,500"
2909,MeadowV,1977,127000,"$127,000"
2910,MeadowV,1973,151400,"$151,400"
2911,Mitchel,1968,126500,"$126,500"
2912,Mitchel,1970,146500,"$146,500"
2913,MeadowV,1970,73000,"$73,000"
2914,MeadowV,1972,79400,"$79,400"
2915,Mitchel,1969,140000,"$140,000"
2916,MeadowV,1970,92000,"$92,000"
2917,MeadowV,1970,87550,"$87,550"
2918,MeadowV,1970,79500,"$79,500"
2919,MeadowV,1970,90500,"$90,500"
2920,MeadowV,1970,71000,"$71,000"
2921,Mitchel,1976,150900,"$150,900"
2922,Mitchel,1976,188000,"$188,000"
2923,Mitchel,1977,160000,"$160,000"
2924,Mitchel,1960,131000,"$131,000"
2925,Mitchel,1984,142500,"$142,500"
2926,Mitchel,1983,131000,"$131,000"
2927,Mitchel,1992,132000,"$132,000"
2928,Mitchel,1974,170000,"$170,000"
2929,Mitchel,1993,188000,"$188,000"
